atom,x,y,z
C,0.0,2.3222040814423676e-07,-2.869861582551255
C,0.0,7.614740118638977e-07,-1.4343846319148665
C,0.0,1.232465429010615,-3.5785720568169133
C,0.0,1.2509862089415116,-0.7337984522270332
C,0.0,2.433242134484505,-2.8790177502986483
C,0.0,2.439119677931623,-1.4806239772422896
C,0.0,-1.232465538162476,-3.5785713386546454
C,0.0,-2.433241818259718,-2.879016601232434
C,0.0,-1.2509845855349109,-0.7337983126993302
C,0.0,-2.4391185217948492,-1.4806227364110571
C,0.0,-1.2509847626248216,0.7337980395290347
C,0.0,1.2509860611544446,0.733798569620031
C,0.0,6.408531161131593e-07,1.4343846031491263
C,0.0,2.439119740102344,1.4806241818426138
C,0.0,2.433242195919453,2.879017851101739
C,0.0,1.1340761257799096e-07,2.8698615772868705
C,0.0,1.2324652913024428,3.5785720767976565
C,0.0,-2.439118605701948,1.4806223487841021
C,0.0,-2.433241970830446,2.879016345817881
C,0.0,-1.2324658501481598,3.5785713966734027
C,0.0,-1.2592072707895938,-5.063279455750149
C,0.0,1.259206431645685,-5.063279920142614
C,0.0,1.2592063658017698,5.063280122439818
C,0.0,-1.259207634341496,5.063279453968983
N,0.0,-9.389359849616853e-07,-5.673654073710828
O,0.0,-2.286031713497283,-5.733181116333282
O,0.0,2.286029966210803,-5.733182724328735
N,0.0,-6.569832086110826e-07,5.673654257316815
O,0.0,-2.2860316437698773,5.7331815259076535
O,0.0,2.2860301599874644,5.7331826124136445
H,0.0,-3.364650672482069,-3.4488065082731576
H,0.0,-3.4039635569907816,-0.9735119283910367
H,0.0,-3.4039637351368346,0.9735117519284066
H,0.0,-3.3646512131354007,3.4488058375406125
H,0.0,3.3646504366610643,3.448808834770938
H,0.0,3.403965043142078,0.9735141364672674
H,0.0,3.4039650983267284,-0.9735141687639224
H,0.0,3.3646506653465735,-3.448808366689451
H,0.0,-1.0974021437364019e-06,6.69509302361431
H,0.0,-8.674022503928681e-07,-6.6950928445392215
