x,y,z,status
0,9,0,NotYet
0,9,1,NotYet
0,9,2,NotYet
0,9,3,NotYet
0,9,4,NotYet
0,9,5,NotYet
0,9,6,NotYet
0,9,7,NotYet
0,9,8,NotYet
0,8.5,9,NotYet
0,8,10,NotYet
0,7.5,11,NotYet
0,7.5,12,NotYet
0,7,13,NotYet
