x,y,z,E,machine_type,status,file_name
-3.5,8.0,-2.5,-1.980603537755087,1,Done,PDI_x=-3.5_z=-2.5_y=8.0.log
-3.5,8.5,-4.0,-1.5790347885340452,2,Done,PDI_x=-3.5_z=-4.0_y=8.5.log
-3.5,8.0,-3.0,-2.0747739635407925,2,Done,PDI_x=-3.5_z=-3.0_y=8.0.log
-3.5,8.5,-4.5,-1.6622614397201687,2,Done,PDI_x=-3.5_z=-4.5_y=8.5.log
-3.5,6.5,11.0,-0.912380714667961,1,Done,PDI_x=-3.5_z=11.0_y=6.5.log
-3.5,7.5,-1.0,-2.451524692354724,1,Done,PDI_x=-3.5_z=-1.0_y=7.5.log
-3.5,7.5,-1.5,-2.611627594102174,2,Done,PDI_x=-3.5_z=-1.5_y=7.5.log
-3.5,7.5,-2.0,-2.767714431509376,1,Done,PDI_x=-3.5_z=-2.0_y=7.5.log
-3.5,8.0,-3.5,-2.151317632989958,2,Done,PDI_x=-3.5_z=-3.5_y=8.0.log
-3.5,7.5,-2.5,-2.878005588892848,2,Done,PDI_x=-3.5_z=-2.5_y=7.5.log
-3.5,8.0,-4.0,-2.220946143148467,1,Done,PDI_x=-3.5_z=-4.0_y=8.0.log
-3.5,7.5,-3.0,-2.9355859064962715,1,Done,PDI_x=-3.5_z=-3.0_y=7.5.log
-3.5,8.0,-4.5,-2.277472243877128,2,Done,PDI_x=-3.5_z=-4.5_y=8.0.log
-3.5,7.0,-0.5,-3.363698328845203,2,Done,PDI_x=-3.5_z=-0.5_y=7.0.log
-3.5,6.0,11.0,-1.1853224642109126,1,Done,PDI_x=-3.5_z=11.0_y=6.0.log
-3.5,7.0,-1.0,-3.4972638324834406,2,Done,PDI_x=-3.5_z=-1.0_y=7.0.log
-3.5,7.0,-1.5,-3.675075065810234,1,Done,PDI_x=-3.5_z=-1.5_y=7.0.log
-3.5,7.0,-2.0,-3.831820788793266,2,Done,PDI_x=-3.5_z=-2.0_y=7.0.log
-3.5,7.5,-3.5,-2.96486552292481,1,Done,PDI_x=-3.5_z=-3.5_y=7.5.log
-3.5,7.0,-2.5,-3.914112450322136,2,Done,PDI_x=-3.5_z=-2.5_y=7.0.log
-3.5,7.5,-4.0,-2.986633845139295,1,Done,PDI_x=-3.5_z=-4.0_y=7.5.log
-3.5,6.5,0.0,-4.46851126011461,2,Done,PDI_x=-3.5_z=0.0_y=6.5.log
-3.5,5.5,11.0,-1.5705069275572896,2,Done,PDI_x=-3.5_z=11.0_y=5.5.log
-3.5,6.5,-0.5,-4.52666888711974,1,Done,PDI_x=-3.5_z=-0.5_y=6.5.log
-3.5,6.5,-1.0,-4.68202781281434,1,Done,PDI_x=-3.5_z=-1.0_y=6.5.log
-3.5,6.5,-1.5,-4.872414346784353,2,Done,PDI_x=-3.5_z=-1.5_y=6.5.log
-3.5,7.0,-3.0,-3.917036646977067,2,Done,PDI_x=-3.5_z=-3.0_y=7.0.log
-3.5,6.0,1.0,-6.013365579070523,1,Done,PDI_x=-3.5_z=1.0_y=6.0.log
-3.5,6.5,-2.0,-5.012618906097487,2,Done,PDI_x=-3.5_z=-2.0_y=6.5.log
-3.5,7.0,-3.5,-3.873895334545523,2,Done,PDI_x=-3.5_z=-3.5_y=7.0.log
-3.5,6.0,0.5,-5.817193402908742,2,Done,PDI_x=-3.5_z=0.5_y=6.0.log
-3.5,5.0,11.0,-2.092632898362353,1,Done,PDI_x=-3.5_z=11.0_y=5.0.log
-3.5,6.0,0.0,-5.734205205226317,1,Done,PDI_x=-3.5_z=0.0_y=6.0.log
-3.5,5.5,2.5,-7.507109208265319,1,Done,PDI_x=-3.5_z=2.5_y=5.5.log
-3.5,5.0,5.5,-6.548983014887199,2,Done,PDI_x=-3.5_z=5.5_y=5.0.log
-3.5,6.0,-0.5,-5.817193402908742,2,Done,PDI_x=-3.5_z=-0.5_y=6.0.log
-3.5,5.5,2.0,-7.67756602470763,2,Done,PDI_x=-3.5_z=2.0_y=5.5.log
-3.5,5.0,5.0,-6.767494546948001,1,Done,PDI_x=-3.5_z=5.0_y=5.0.log
-3.5,4.5,11.0,-2.7341802967712283,1,Done,PDI_x=-3.5_z=11.0_y=4.5.log
-3.5,4.5,10.5,-3.204637093935162,2,Done,PDI_x=-3.5_z=10.5_y=4.5.log
-3.5,5.0,4.5,-7.005716168088839,1,Done,PDI_x=-3.5_z=4.5_y=5.0.log
-3.5,4.5,7.5,-5.440982332453132,2,Done,PDI_x=-3.5_z=7.5_y=4.5.log
-3.5,5.5,1.5,-7.697200812865049,2,Done,PDI_x=-3.5_z=1.5_y=5.5.log
-3.5,5.0,4.0,-7.4291912915650755,1,Done,PDI_x=-3.5_z=4.0_y=5.0.log
-3.5,4.5,7.0,-6.00480634230189,1,Done,PDI_x=-3.5_z=7.0_y=4.5.log
-3.5,5.5,1.0,-7.5504638738930225,2,Done,PDI_x=-3.5_z=1.0_y=5.5.log
-3.5,5.0,3.5,-7.984211336588487,2,Done,PDI_x=-3.5_z=3.5_y=5.0.log
-3.5,4.5,6.5,-6.61605128319934,1,Done,PDI_x=-3.5_z=6.5_y=4.5.log
-3.5,5.5,0.5,-7.3251877839211375,2,Done,PDI_x=-3.5_z=0.5_y=5.5.log
-3.5,6.0,-1.0,-6.013365579070523,1,Done,PDI_x=-3.5_z=-1.0_y=6.0.log
-3.5,5.0,3.0,-8.473637760616839,1,Done,PDI_x=-3.5_z=3.0_y=5.0.log
-3.5,4.5,6.0,-7.258853702107444,2,Done,PDI_x=-3.5_z=6.0_y=4.5.log
-3.5,5.5,0.0,-7.2183291064575315,2,Done,PDI_x=-3.5_z=0.0_y=5.5.log
-3.5,6.0,-1.5,-6.206695134984329,1,Done,PDI_x=-3.5_z=-1.5_y=6.0.log
-3.5,5.0,2.5,-8.833445719676092,2,Done,PDI_x=-3.5_z=2.5_y=5.0.log
-3.5,4.5,5.5,-7.772376510780305,2,Done,PDI_x=-3.5_z=5.5_y=4.5.log
-3.5,4.0,11.0,-3.4151227734982967,1,Done,PDI_x=-3.5_z=11.0_y=4.0.log
-3.5,4.0,10.0,-4.333483658265322,2,Done,PDI_x=-3.5_z=10.0_y=4.0.log
-3.5,4.0,9.0,-4.875959778437391,1,Done,PDI_x=-3.5_z=9.0_y=4.0.log
-3.5,4.0,10.5,-3.931933734333143,1,Done,PDI_x=-3.5_z=10.5_y=4.0.log
-3.5,4.0,8.5,-5.339972047833726,2,Done,PDI_x=-3.5_z=8.5_y=4.0.log
-3.5,4.0,9.5,-4.601229625288397,2,Done,PDI_x=-3.5_z=9.5_y=4.0.log
-3.5,4.5,5.0,-8.088277594652027,2,Done,PDI_x=-3.5_z=5.0_y=4.5.log
-3.5,4.0,8.0,-5.972916284110397,1,Done,PDI_x=-3.5_z=8.0_y=4.0.log
-3.5,5.0,2.0,-9.137913571670651,1,Done,PDI_x=-3.5_z=2.0_y=5.0.log
-3.5,4.5,4.5,-8.405527825467288,1,Done,PDI_x=-3.5_z=4.5_y=4.5.log
-3.5,4.0,7.5,-6.592086676508188,2,Done,PDI_x=-3.5_z=7.5_y=4.0.log
-3.5,5.0,1.5,-9.37132219155319,2,Done,PDI_x=-3.5_z=1.5_y=5.0.log
-3.5,4.5,4.0,-8.934230100829154,2,Done,PDI_x=-3.5_z=4.0_y=4.5.log
-3.5,4.0,7.0,-7.161087644053623,1,Done,PDI_x=-3.5_z=7.0_y=4.0.log
